BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900044565_TS20190031_bin.254.fa.c00210_T190004...region001, T1900044565_TS20190031_bin.254_T1900044565_TS20190031_bin.254_contig_000210,RRE-containing,RiPPs
T1900044565_TS20190031_bin.254.fa.c00225_T190004...region001, T1900044565_TS20190031_bin.254_T1900044565_TS20190031_bin.254_contig_000225,betalactone,Others
T1900044565_TS20190031_bin.53.fa.c00021_T190004...region001, T1900044565_TS20190031_bin.53_T1900044565_TS20190031_bin.53_contig_000021,terpene,Terpene
T1900044567_TS20190033_bin.117.fa.c00009_T190004...region001, T1900044567_TS20190033_bin.117_T1900044567_TS20190033_bin.117_contig_000009,terpene,Terpene
T1900044567_TS20190033_bin.117.fa.c00070_T190004...region001, T1900044567_TS20190033_bin.117_T1900044567_TS20190033_bin.117_contig_000070,T1PKS,PKSI
T1900044567_TS20190033_bin.117.fa.c00076_T190004...region001, T1900044567_TS20190033_bin.117_T1900044567_TS20190033_bin.117_contig_000076,terpene,Terpene
T1900044567_TS20190033_bin.213.fa.c00005_T190004...region001, T1900044567_TS20190033_bin.213_T1900044567_TS20190033_bin.213_contig_000005,betalactone,Others
T1900044567_TS20190033_bin.213.fa.c00007_T190004...region001, T1900044567_TS20190033_bin.213_T1900044567_TS20190033_bin.213_contig_000007,ranthipeptide,RiPPs
T1900044567_TS20190033_bin.213.fa.c00056_T190004...region001, T1900044567_TS20190033_bin.213_T1900044567_TS20190033_bin.213_contig_000056,RRE-containing,RiPPs
T1900044577_TS20190043_bin.105.fa.c00014_T190004...region001, T1900044577_TS20190043_bin.105_T1900044577_TS20190043_bin.105_contig_000014,terpene,Terpene
T1900044581_TS20190047_bin.160.fa.c00018_T190004...region001, T1900044581_TS20190047_bin.160_T1900044581_TS20190047_bin.160_contig_000018,cyclic-lactone-autoinducer,RiPPs
T1900044581_TS20190047_bin.396.fa.c00011_T190004...region001, T1900044581_TS20190047_bin.396_T1900044581_TS20190047_bin.396_contig_000011,RRE-containing,RiPPs
T1900044583_TS20190049_bin.214.fa.c00015_T190004...region001, T1900044583_TS20190049_bin.214_T1900044583_TS20190049_bin.214_contig_000015,RRE-containing,RiPPs
T1900044583_TS20190049_bin.275.fa.c00026_T190004...region001, T1900044583_TS20190049_bin.275_T1900044583_TS20190049_bin.275_contig_000026,betalactone,Others
T1900044583_TS20190049_bin.275.fa.c00042_T190004...region001, T1900044583_TS20190049_bin.275_T1900044583_TS20190049_bin.275_contig_000042,RRE-containing,RiPPs
T1900044586_TS20190052_bin.175.fa.c00003_T190004...region001, T1900044586_TS20190052_bin.175_T1900044586_TS20190052_bin.175_contig_000003,hserlactone,Others
T1900044588_TS20190054_bin.147.fa.c00001_T190004...region001, T1900044588_TS20190054_bin.147_T1900044588_TS20190054_bin.147_contig_000001,RRE-containing,RiPPs
T1900044588_TS20190054_bin.147.fa.c00011_T190004...region001, T1900044588_TS20190054_bin.147_T1900044588_TS20190054_bin.147_contig_000011,arylpolyene,Others
T1900044588_TS20190054_bin.147.fa.c00045_T190004...region001, T1900044588_TS20190054_bin.147_T1900044588_TS20190054_bin.147_contig_000045,betalactone,Others
T1900044588_TS20190054_bin.181.fa.c00009_T190004...region001, T1900044588_TS20190054_bin.181_T1900044588_TS20190054_bin.181_contig_000009,hserlactone,Others
T1900044589_TS20190055_bin.213.fa.c00017_T190004...region001, T1900044589_TS20190055_bin.213_T1900044589_TS20190055_bin.213_contig_000017,arylpolyene,Others
T1900044589_TS20190055_bin.213.fa.c00034_T190004...region001, T1900044589_TS20190055_bin.213_T1900044589_TS20190055_bin.213_contig_000034,betalactone,Others
T1900044589_TS20190055_bin.213.fa.c00057_T190004...region001, T1900044589_TS20190055_bin.213_T1900044589_TS20190055_bin.213_contig_000057,RRE-containing,RiPPs
T1900044591_TS20190057_bin.186.fa.c00011_T190004...region001, T1900044591_TS20190057_bin.186_T1900044591_TS20190057_bin.186_contig_000011,arylpolyene,Others
T1900044591_TS20190057_bin.186.fa.c00013_T190004...region001, T1900044591_TS20190057_bin.186_T1900044591_TS20190057_bin.186_contig_000013,arylpolyene,Others
T1900044591_TS20190057_bin.186.fa.c00014_T190004...region001, T1900044591_TS20190057_bin.186_T1900044591_TS20190057_bin.186_contig_000014,arylpolyene,Others
T1900044591_TS20190057_bin.56.fa.c00044_T190004...region001, T1900044591_TS20190057_bin.56_T1900044591_TS20190057_bin.56_contig_000044,cyclic-lactone-autoinducer,RiPPs
T1900044591_TS20190057_bin.56.fa.c00053_T190004...region001, T1900044591_TS20190057_bin.56_T1900044591_TS20190057_bin.56_contig_000053,cyclic-lactone-autoinducer,RiPPs
T1900044591_TS20190057_bin.56.fa.c00074_T190004...region001, T1900044591_TS20190057_bin.56_T1900044591_TS20190057_bin.56_contig_000074,ranthipeptide,RiPPs
T1900044598_TS20190064_bin.103.fa.c00016_T190004...region001, T1900044598_TS20190064_bin.103_T1900044598_TS20190064_bin.103_contig_000016,ranthipeptide,RiPPs
T1900044598_TS20190064_bin.103.fa.c00020_T190004...region001, T1900044598_TS20190064_bin.103_T1900044598_TS20190064_bin.103_contig_000020,betalactone,Others
T1900044602_TS20190068_bin.17.fa.c00099_T190004...region001, T1900044602_TS20190068_bin.17_T1900044602_TS20190068_bin.17_contig_000099,betalactone,Others
T1900044602_TS20190068_bin.243.fa.c00027_T190004...region001, T1900044602_TS20190068_bin.243_T1900044602_TS20190068_bin.243_contig_000027,RRE-containing,RiPPs
T1900044602_TS20190068_bin.243.fa.c00084_T190004...region001, T1900044602_TS20190068_bin.243_T1900044602_TS20190068_bin.243_contig_000084,ranthipeptide,RiPPs
T1900044604_TS20190070_bin.124.fa.c00026_T190004...region001, T1900044604_TS20190070_bin.124_T1900044604_TS20190070_bin.124_contig_000026,RRE-containing,RiPPs
T1900044604_TS20190070_bin.224.fa.c00007_T190004...region001, T1900044604_TS20190070_bin.224_T1900044604_TS20190070_bin.224_contig_000007,RRE-containing,RiPPs
T1900044605_TS20190071_bin.324.fa.c00020_T190004...region001, T1900044605_TS20190071_bin.324_T1900044605_TS20190071_bin.324_contig_000020,RRE-containing,RiPPs
T1900044605_TS20190071_bin.324.fa.c00023_T190004...region001, T1900044605_TS20190071_bin.324_T1900044605_TS20190071_bin.324_contig_000023,betalactone,Others
T1900044605_TS20190071_bin.324.fa.c00027_T190004...region001, T1900044605_TS20190071_bin.324_T1900044605_TS20190071_bin.324_contig_000027,ranthipeptide,RiPPs
T1900044605_TS20190071_bin.5.fa.c00040_T190004...region001, T1900044605_TS20190071_bin.5_T1900044605_TS20190071_bin.5_contig_000040,NRPS-like,NRPS
T1900044605_TS20190071_bin.5.fa.c00264_T190004...region001, T1900044605_TS20190071_bin.5_T1900044605_TS20190071_bin.5_contig_000264,ranthipeptide,RiPPs
T1900044605_TS20190071_bin.53.fa.c00003_T190004...region001, T1900044605_TS20190071_bin.53_T1900044605_TS20190071_bin.53_contig_000003,NRPS,NRPS
T1900044605_TS20190071_bin.53.fa.c00023_T190004...region001, T1900044605_TS20190071_bin.53_T1900044605_TS20190071_bin.53_contig_000023,ranthipeptide,RiPPs
T1900044605_TS20190071_bin.53.fa.c00030_T190004...region001, T1900044605_TS20190071_bin.53_T1900044605_TS20190071_bin.53_contig_000030,betalactone,Others
T1900044606_TS20190072_bin.249.fa.c00006_T190004...region001, T1900044606_TS20190072_bin.249_T1900044606_TS20190072_bin.249_contig_000006,betalactone,Others
T1900044606_TS20190072_bin.249.fa.c00014_T190004...region001, T1900044606_TS20190072_bin.249_T1900044606_TS20190072_bin.249_contig_000014,RRE-containing,RiPPs
T1900044606_TS20190072_bin.249.fa.c00037_T190004...region001, T1900044606_TS20190072_bin.249_T1900044606_TS20190072_bin.249_contig_000037,ranthipeptide,RiPPs
T1900044606_TS20190072_bin.249.fa.c00183_T190004...region001, T1900044606_TS20190072_bin.249_T1900044606_TS20190072_bin.249_contig_000183,ranthipeptide,RiPPs
T1900044607_TS20190073_bin.137.fa.c00008_T190004...region001, T1900044607_TS20190073_bin.137_T1900044607_TS20190073_bin.137_contig_000008,ranthipeptide,RiPPs
T1900044607_TS20190073_bin.137.fa.c00204_T190004...region001, T1900044607_TS20190073_bin.137_T1900044607_TS20190073_bin.137_contig_000204,RRE-containing,RiPPs
T1900044608_TS20190074_bin.135.fa.c00018_T190004...region001, T1900044608_TS20190074_bin.135_T1900044608_TS20190074_bin.135_contig_000018,RRE-containing,RiPPs
T1900044608_TS20190074_bin.135.fa.c00104_T190004...region001, T1900044608_TS20190074_bin.135_T1900044608_TS20190074_bin.135_contig_000104,betalactone,Others
T1900044609_TS20190075_bin.6.fa.c00065_T190004...region001, T1900044609_TS20190075_bin.6_T1900044609_TS20190075_bin.6_contig_000065,RRE-containing,RiPPs
T1900044610_TS20190076_bin.163.fa.c00010_T190004...region001, T1900044610_TS20190076_bin.163_T1900044610_TS20190076_bin.163_contig_000010,RRE-containing,RiPPs
T1900044610_TS20190076_bin.163.fa.c00072_T190004...region001, T1900044610_TS20190076_bin.163_T1900044610_TS20190076_bin.163_contig_000072,ranthipeptide,RiPPs
T1900044611_TS20190077_bin.179.fa.c00054_T190004...region001, T1900044611_TS20190077_bin.179_T1900044611_TS20190077_bin.179_contig_000054,betalactone,Others
T1900044622_TS20190088_bin.299.fa.c00003_T190004...region001, T1900044622_TS20190088_bin.299_T1900044622_TS20190088_bin.299_contig_000003,betalactone,Others
T1900044622_TS20190088_bin.299.fa.c00008_T190004...region001, T1900044622_TS20190088_bin.299_T1900044622_TS20190088_bin.299_contig_000008,ranthipeptide,RiPPs
T1900044622_TS20190088_bin.299.fa.c00019_T190004...region001, T1900044622_TS20190088_bin.299_T1900044622_TS20190088_bin.299_contig_000019,RRE-containing,RiPPs
T1900044622_TS20190088_bin.299.fa.c00025_T190004...region001, T1900044622_TS20190088_bin.299_T1900044622_TS20190088_bin.299_contig_000025,RRE-containing,RiPPs
T1900044622_TS20190088_bin.42.fa.c00015_T190004...region001, T1900044622_TS20190088_bin.42_T1900044622_TS20190088_bin.42_contig_000015,betalactone,Others
T1900044625_TS20190091_bin.60.fa.c00001_T190004...region001, T1900044625_TS20190091_bin.60_T1900044625_TS20190091_bin.60_contig_000001,betalactone,Others
T1900044625_TS20190091_bin.60.fa.c00005_T190004...region001, T1900044625_TS20190091_bin.60_T1900044625_TS20190091_bin.60_contig_000005,ranthipeptide,RiPPs
T1900044627_TS20190093_bin.330.fa.c00014_T190004...region001, T1900044627_TS20190093_bin.330_T1900044627_TS20190093_bin.330_contig_000014,NRPS,NRPS
T1900044627_TS20190093_bin.330.fa.c00040_T190004...region001, T1900044627_TS20190093_bin.330_T1900044627_TS20190093_bin.330_contig_000040,NRPS,NRPS
T1900044627_TS20190093_bin.330.fa.c00392_T190004...region001, T1900044627_TS20190093_bin.330_T1900044627_TS20190093_bin.330_contig_000392,NRPS-like,NRPS
T1900044630_TS20190096_bin.243.fa.c00005_T190004...region001, T1900044630_TS20190096_bin.243_T1900044630_TS20190096_bin.243_contig_000005,RRE-containing,RiPPs
T1900044630_TS20190096_bin.243.fa.c00006_T190004...region001, T1900044630_TS20190096_bin.243_T1900044630_TS20190096_bin.243_contig_000006,RRE-containing,RiPPs
T1900044630_TS20190096_bin.243.fa.c00047_T190004...region001, T1900044630_TS20190096_bin.243_T1900044630_TS20190096_bin.243_contig_000047,ranthipeptide,RiPPs
T1900044632_TS20190098_bin.238.fa.c00011_T190004...region001, T1900044632_TS20190098_bin.238_T1900044632_TS20190098_bin.238_contig_000011,ranthipeptide,RiPPs
T1900044632_TS20190098_bin.238.fa.c00018_T190004...region001, T1900044632_TS20190098_bin.238_T1900044632_TS20190098_bin.238_contig_000018,RRE-containing.thiopeptide,RiPPs
T1900044638_TS20190104_bin.34.fa.c00003_T190004...region001, T1900044638_TS20190104_bin.34_T1900044638_TS20190104_bin.34_contig_000003,hserlactone,Others
T1900044642_TS20190108_bin.284.fa.c00052_T190004...region001, T1900044642_TS20190108_bin.284_T1900044642_TS20190108_bin.284_contig_000052,ranthipeptide,RiPPs
T1900044642_TS20190108_bin.284.fa.c00054_T190004...region001, T1900044642_TS20190108_bin.284_T1900044642_TS20190108_bin.284_contig_000054,betalactone,Others
T1900044644_TS20190110_bin.108.fa.c00066_T190004...region001, T1900044644_TS20190110_bin.108_T1900044644_TS20190110_bin.108_contig_000066,ranthipeptide,RiPPs
T1900044644_TS20190110_bin.108.fa.c00100_T190004...region001, T1900044644_TS20190110_bin.108_T1900044644_TS20190110_bin.108_contig_000100,betalactone,Others
T1900044644_TS20190110_bin.108.fa.c00155_T190004...region001, T1900044644_TS20190110_bin.108_T1900044644_TS20190110_bin.108_contig_000155,ranthipeptide,RiPPs
T1900044645_TS20190111_bin.245.fa.c00015_T190004...region001, T1900044645_TS20190111_bin.245_T1900044645_TS20190111_bin.245_contig_000015,RRE-containing,RiPPs
T1900044645_TS20190111_bin.277.fa.c00006_T190004...region001, T1900044645_TS20190111_bin.277_T1900044645_TS20190111_bin.277_contig_000006,ranthipeptide,RiPPs
T1900044645_TS20190111_bin.277.fa.c00030_T190004...region001, T1900044645_TS20190111_bin.277_T1900044645_TS20190111_bin.277_contig_000030,ranthipeptide,RiPPs
T1900044645_TS20190111_bin.277.fa.c00032_T190004...region001, T1900044645_TS20190111_bin.277_T1900044645_TS20190111_bin.277_contig_000032,RRE-containing,RiPPs
T1900044646_TS20190112_bin.236.fa.c00022_T190004...region001, T1900044646_TS20190112_bin.236_T1900044646_TS20190112_bin.236_contig_000022,RRE-containing,RiPPs
T1900044646_TS20190112_bin.236.fa.c00022_T190004...region002, T1900044646_TS20190112_bin.236_T1900044646_TS20190112_bin.236_contig_000022,cyclic-lactone-autoinducer,RiPPs
T1900044647_TS20190113_bin.263.fa.c00030_T190004...region001, T1900044647_TS20190113_bin.263_T1900044647_TS20190113_bin.263_contig_000030,RRE-containing,RiPPs
T1900044652_TS20190118_bin.217.fa.c00030_T190004...region001, T1900044652_TS20190118_bin.217_T1900044652_TS20190118_bin.217_contig_000030,terpene,Terpene
T1900044652_TS20190118_bin.217.fa.c00125_T190004...region001, T1900044652_TS20190118_bin.217_T1900044652_TS20190118_bin.217_contig_000125,terpene,Terpene
T1900044655_TS20190121_bin.61.fa.c00004_T190004...region001, T1900044655_TS20190121_bin.61_T1900044655_TS20190121_bin.61_contig_000004,terpene,Terpene
T1900044655_TS20190121_bin.61.fa.c00004_T190004...region002, T1900044655_TS20190121_bin.61_T1900044655_TS20190121_bin.61_contig_000004,terpene,Terpene
T1900044655_TS20190121_bin.61.fa.c00014_T190004...region001, T1900044655_TS20190121_bin.61_T1900044655_TS20190121_bin.61_contig_000014,T1PKS,PKSI
T1900044660_TS20190126_bin.126.fa.c00016_T190004...region001, T1900044660_TS20190126_bin.126_T1900044660_TS20190126_bin.126_contig_000016,RRE-containing,RiPPs
T1900044660_TS20190126_bin.126.fa.c00117_T190004...region001, T1900044660_TS20190126_bin.126_T1900044660_TS20190126_bin.126_contig_000117,ranthipeptide,RiPPs
T1900044660_TS20190126_bin.217.fa.c00014_T190004...region001, T1900044660_TS20190126_bin.217_T1900044660_TS20190126_bin.217_contig_000014,RRE-containing,RiPPs
T1900044660_TS20190126_bin.217.fa.c00210_T190004...region001, T1900044660_TS20190126_bin.217_T1900044660_TS20190126_bin.217_contig_000210,ranthipeptide,RiPPs
T1900044660_TS20190126_bin.217.fa.c00212_T190004...region001, T1900044660_TS20190126_bin.217_T1900044660_TS20190126_bin.217_contig_000212,RRE-containing,RiPPs
T1900044660_TS20190126_bin.217.fa.c00281_T190004...region001, T1900044660_TS20190126_bin.217_T1900044660_TS20190126_bin.217_contig_000281,betalactone,Others
T1900044661_TS20190127_bin.386.fa.c00002_T190004...region001, T1900044661_TS20190127_bin.386_T1900044661_TS20190127_bin.386_contig_000002,ranthipeptide,RiPPs
T1900044664_TS20190130_bin.172.fa.c00077_T190004...region001, T1900044664_TS20190130_bin.172_T1900044664_TS20190130_bin.172_contig_000077,RRE-containing,RiPPs
T1900044665_TS20190131_bin.280.fa.c00001_T190004...region001, T1900044665_TS20190131_bin.280_T1900044665_TS20190131_bin.280_contig_000001,betalactone,Others
T1900044665_TS20190131_bin.280.fa.c00031_T190004...region001, T1900044665_TS20190131_bin.280_T1900044665_TS20190131_bin.280_contig_000031,NRPS-like,NRPS
T1900044669_TS20190135_bin.220.fa.c00007_T190004...region001, T1900044669_TS20190135_bin.220_T1900044669_TS20190135_bin.220_contig_000007,betalactone,Others
T1900044669_TS20190135_bin.220.fa.c00030_T190004...region001, T1900044669_TS20190135_bin.220_T1900044669_TS20190135_bin.220_contig_000030,ranthipeptide,RiPPs
T1900044671_TS20190137_bin.104.fa.c00025_T190004...region001, T1900044671_TS20190137_bin.104_T1900044671_TS20190137_bin.104_contig_000025,RRE-containing,RiPPs
T1900044671_TS20190137_bin.34.fa.c00019_T190004...region001, T1900044671_TS20190137_bin.34_T1900044671_TS20190137_bin.34_contig_000019,ranthipeptide,RiPPs
T1900044671_TS20190137_bin.34.fa.c00107_T190004...region001, T1900044671_TS20190137_bin.34_T1900044671_TS20190137_bin.34_contig_000107,RRE-containing,RiPPs
T1900044672_TS20190138_bin.80.fa.c00009_T190004...region001, T1900044672_TS20190138_bin.80_T1900044672_TS20190138_bin.80_contig_000009,RRE-containing,RiPPs
T1900044672_TS20190138_bin.80.fa.c00041_T190004...region001, T1900044672_TS20190138_bin.80_T1900044672_TS20190138_bin.80_contig_000041,betalactone,Others
T1900044673_TS20190139_bin.338.fa.c00090_T190004...region001, T1900044673_TS20190139_bin.338_T1900044673_TS20190139_bin.338_contig_000090,NRPS,NRPS
T1900044673_TS20190139_bin.338.fa.c00094_T190004...region001, T1900044673_TS20190139_bin.338_T1900044673_TS20190139_bin.338_contig_000094,thioamitides,Others
T1900044673_TS20190139_bin.338.fa.c00124_T190004...region001, T1900044673_TS20190139_bin.338_T1900044673_TS20190139_bin.338_contig_000124,NRPS,NRPS
T1900044673_TS20190139_bin.338.fa.c00129_T190004...region001, T1900044673_TS20190139_bin.338_T1900044673_TS20190139_bin.338_contig_000129,NRPS,NRPS
T1900044674_TS20190140_bin.412.fa.c00008_T190004...region001, T1900044674_TS20190140_bin.412_T1900044674_TS20190140_bin.412_contig_000008,RRE-containing,RiPPs
T1900044674_TS20190140_bin.412.fa.c00010_T190004...region001, T1900044674_TS20190140_bin.412_T1900044674_TS20190140_bin.412_contig_000010,ranthipeptide,RiPPs
T1900044674_TS20190140_bin.412.fa.c00052_T190004...region001, T1900044674_TS20190140_bin.412_T1900044674_TS20190140_bin.412_contig_000052,betalactone,Others
T1900044677_TS20190143_bin.164.fa.c00053_T190004...region001, T1900044677_TS20190143_bin.164_T1900044677_TS20190143_bin.164_contig_000053,RRE-containing,RiPPs
T1900044677_TS20190143_bin.164.fa.c00073_T190004...region001, T1900044677_TS20190143_bin.164_T1900044677_TS20190143_bin.164_contig_000073,ranthipeptide,RiPPs
T1900044677_TS20190143_bin.349.fa.c00010_T190004...region001, T1900044677_TS20190143_bin.349_T1900044677_TS20190143_bin.349_contig_000010,ranthipeptide,RiPPs
T1900044677_TS20190143_bin.349.fa.c00028_T190004...region001, T1900044677_TS20190143_bin.349_T1900044677_TS20190143_bin.349_contig_000028,RRE-containing,RiPPs
T1900044677_TS20190143_bin.349.fa.c00088_T190004...region001, T1900044677_TS20190143_bin.349_T1900044677_TS20190143_bin.349_contig_000088,betalactone,Others
T1900044678_TS20190144_bin.48.fa.c00199_T190004...region001, T1900044678_TS20190144_bin.48_T1900044678_TS20190144_bin.48_contig_000199,ranthipeptide,RiPPs
T1900044679_TS20190145_bin.140.fa.c00470_T190004...region001, T1900044679_TS20190145_bin.140_T1900044679_TS20190145_bin.140_contig_000470,ranthipeptide,RiPPs
T1900044679_TS20190145_bin.140.fa.c00492_T190004...region001, T1900044679_TS20190145_bin.140_T1900044679_TS20190145_bin.140_contig_000492,RRE-containing,RiPPs
T1900044680_TS20190146_bin.195.fa.c00004_T190004...region001, T1900044680_TS20190146_bin.195_T1900044680_TS20190146_bin.195_contig_000004,RRE-containing,RiPPs
T1900044680_TS20190146_bin.195.fa.c00026_T190004...region001, T1900044680_TS20190146_bin.195_T1900044680_TS20190146_bin.195_contig_000026,betalactone,Others
T1900044680_TS20190146_bin.195.fa.c00032_T190004...region001, T1900044680_TS20190146_bin.195_T1900044680_TS20190146_bin.195_contig_000032,NRPS-like,NRPS
T1900044680_TS20190146_bin.195.fa.c00035_T190004...region001, T1900044680_TS20190146_bin.195_T1900044680_TS20190146_bin.195_contig_000035,ranthipeptide,RiPPs
T1900044680_TS20190146_bin.269.fa.c00009_T190004...region001, T1900044680_TS20190146_bin.269_T1900044680_TS20190146_bin.269_contig_000009,ranthipeptide,RiPPs
T1900044680_TS20190146_bin.269.fa.c00021_T190004...region001, T1900044680_TS20190146_bin.269_T1900044680_TS20190146_bin.269_contig_000021,betalactone,Others
