BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900044557_TS20190023_bin.517.fa.c00034_T190004...region001, T1900044557_TS20190023_bin.517_T1900044557_TS20190023_bin.517_contig_000034,betalactone,Others
T1900044557_TS20190023_bin.517.fa.c00056_T190004...region001, T1900044557_TS20190023_bin.517_T1900044557_TS20190023_bin.517_contig_000056,ranthipeptide,RiPPs
T1900044558_TS20190024_bin.135.fa.c00004_T190004...region001, T1900044558_TS20190024_bin.135_T1900044558_TS20190024_bin.135_contig_000004,terpene,Terpene
T1900044558_TS20190024_bin.350.fa.c00011_T190004...region001, T1900044558_TS20190024_bin.350_T1900044558_TS20190024_bin.350_contig_000011,RRE-containing,RiPPs
T1900044558_TS20190024_bin.350.fa.c00027_T190004...region001, T1900044558_TS20190024_bin.350_T1900044558_TS20190024_bin.350_contig_000027,betalactone,Others
T1900044558_TS20190024_bin.350.fa.c00057_T190004...region001, T1900044558_TS20190024_bin.350_T1900044558_TS20190024_bin.350_contig_000057,arylpolyene,Others
T1900044560_TS20190026_bin.129.fa.c00037_T190004...region001, T1900044560_TS20190026_bin.129_T1900044560_TS20190026_bin.129_contig_000037,RRE-containing,RiPPs
T1900044560_TS20190026_bin.129.fa.c00064_T190004...region001, T1900044560_TS20190026_bin.129_T1900044560_TS20190026_bin.129_contig_000064,RRE-containing,RiPPs
T1900044560_TS20190026_bin.129.fa.c00081_T190004...region001, T1900044560_TS20190026_bin.129_T1900044560_TS20190026_bin.129_contig_000081,RRE-containing,RiPPs
T1900044560_TS20190026_bin.129.fa.c00102_T190004...region001, T1900044560_TS20190026_bin.129_T1900044560_TS20190026_bin.129_contig_000102,betalactone,Others
T1900044560_TS20190026_bin.129.fa.c00112_T190004...region001, T1900044560_TS20190026_bin.129_T1900044560_TS20190026_bin.129_contig_000112,ranthipeptide,RiPPs
T1900044561_TS20190027_bin.217.fa.c00021_T190004...region001, T1900044561_TS20190027_bin.217_T1900044561_TS20190027_bin.217_contig_000021,ranthipeptide,RiPPs
T1900044561_TS20190027_bin.217.fa.c00021_T190004...region002, T1900044561_TS20190027_bin.217_T1900044561_TS20190027_bin.217_contig_000021,RRE-containing,RiPPs
T1900044561_TS20190027_bin.217.fa.c00022_T190004...region001, T1900044561_TS20190027_bin.217_T1900044561_TS20190027_bin.217_contig_000022,betalactone,Others
T1900044561_TS20190027_bin.217.fa.c00057_T190004...region001, T1900044561_TS20190027_bin.217_T1900044561_TS20190027_bin.217_contig_000057,ranthipeptide,RiPPs
T1900044564_TS20190030_bin.310.fa.c00354_T190004...region001, T1900044564_TS20190030_bin.310_T1900044564_TS20190030_bin.310_contig_000354,terpene,Terpene
T1900044564_TS20190030_bin.67.fa.c00007_T190004...region001, T1900044564_TS20190030_bin.67_T1900044564_TS20190030_bin.67_contig_000007,cyclic-lactone-autoinducer,RiPPs
T1900044564_TS20190030_bin.67.fa.c00040_T190004...region001, T1900044564_TS20190030_bin.67_T1900044564_TS20190030_bin.67_contig_000040,betalactone,Others
T1900044564_TS20190030_bin.67.fa.c00099_T190004...region001, T1900044564_TS20190030_bin.67_T1900044564_TS20190030_bin.67_contig_000099,ranthipeptide,RiPPs
T1900044567_TS20190033_bin.116.fa.c00016_T190004...region001, T1900044567_TS20190033_bin.116_T1900044567_TS20190033_bin.116_contig_000016,arylpolyene,Others
T1900044567_TS20190033_bin.116.fa.c00021_T190004...region001, T1900044567_TS20190033_bin.116_T1900044567_TS20190033_bin.116_contig_000021,betalactone,Others
T1900044567_TS20190033_bin.116.fa.c00078_T190004...region001, T1900044567_TS20190033_bin.116_T1900044567_TS20190033_bin.116_contig_000078,cyclic-lactone-autoinducer,RiPPs
T1900044567_TS20190033_bin.116.fa.c00098_T190004...region001, T1900044567_TS20190033_bin.116_T1900044567_TS20190033_bin.116_contig_000098,cyclic-lactone-autoinducer,RiPPs
T1900044567_TS20190033_bin.98.fa.c00185_T190004...region001, T1900044567_TS20190033_bin.98_T1900044567_TS20190033_bin.98_contig_000185,RRE-containing,RiPPs
T1900044570_TS20190036_bin.245.fa.c00036_T190004...region001, T1900044570_TS20190036_bin.245_T1900044570_TS20190036_bin.245_contig_000036,RRE-containing,RiPPs
T1900044570_TS20190036_bin.245.fa.c00038_T190004...region001, T1900044570_TS20190036_bin.245_T1900044570_TS20190036_bin.245_contig_000038,cyclic-lactone-autoinducer,RiPPs
T1900044570_TS20190036_bin.245.fa.c00048_T190004...region001, T1900044570_TS20190036_bin.245_T1900044570_TS20190036_bin.245_contig_000048,ranthipeptide,RiPPs
T1900044574_TS20190040_bin.151.fa.c00010_T190004...region001, T1900044574_TS20190040_bin.151_T1900044574_TS20190040_bin.151_contig_000010,ranthipeptide,RiPPs
T1900044574_TS20190040_bin.151.fa.c00030_T190004...region001, T1900044574_TS20190040_bin.151_T1900044574_TS20190040_bin.151_contig_000030,RRE-containing,RiPPs
T1900044574_TS20190040_bin.151.fa.c00040_T190004...region001, T1900044574_TS20190040_bin.151_T1900044574_TS20190040_bin.151_contig_000040,betalactone,Others
T1900044574_TS20190040_bin.17.fa.c00008_T190004...region001, T1900044574_TS20190040_bin.17_T1900044574_TS20190040_bin.17_contig_000008,arylpolyene,Others
T1900044577_TS20190043_bin.105.fa.c00014_T190004...region001, T1900044577_TS20190043_bin.105_T1900044577_TS20190043_bin.105_contig_000014,terpene,Terpene
T1900044577_TS20190043_bin.346.fa.c00038_T190004...region001, T1900044577_TS20190043_bin.346_T1900044577_TS20190043_bin.346_contig_000038,ranthipeptide,RiPPs
T1900044577_TS20190043_bin.346.fa.c00040_T190004...region001, T1900044577_TS20190043_bin.346_T1900044577_TS20190043_bin.346_contig_000040,RRE-containing,RiPPs
T1900044577_TS20190043_bin.346.fa.c00060_T190004...region001, T1900044577_TS20190043_bin.346_T1900044577_TS20190043_bin.346_contig_000060,betalactone,Others
T1900044578_TS20190044_bin.294.fa.c00154_T190004...region001, T1900044578_TS20190044_bin.294_T1900044578_TS20190044_bin.294_contig_000154,ranthipeptide,RiPPs
T1900044578_TS20190044_bin.294.fa.c00165_T190004...region001, T1900044578_TS20190044_bin.294_T1900044578_TS20190044_bin.294_contig_000165,betalactone,Others
T1900044578_TS20190044_bin.294.fa.c00258_T190004...region001, T1900044578_TS20190044_bin.294_T1900044578_TS20190044_bin.294_contig_000258,RRE-containing,RiPPs
T1900044579_TS20190045_bin.113.fa.c00009_T190004...region001, T1900044579_TS20190045_bin.113_T1900044579_TS20190045_bin.113_contig_000009,ranthipeptide,RiPPs
T1900044579_TS20190045_bin.113.fa.c00063_T190004...region001, T1900044579_TS20190045_bin.113_T1900044579_TS20190045_bin.113_contig_000063,RRE-containing,RiPPs
T1900044579_TS20190045_bin.113.fa.c00066_T190004...region001, T1900044579_TS20190045_bin.113_T1900044579_TS20190045_bin.113_contig_000066,betalactone,Others
T1900044579_TS20190045_bin.113.fa.c00069_T190004...region001, T1900044579_TS20190045_bin.113_T1900044579_TS20190045_bin.113_contig_000069,NRPS-like,NRPS
T1900044579_TS20190045_bin.318.fa.c00033_T190004...region001, T1900044579_TS20190045_bin.318_T1900044579_TS20190045_bin.318_contig_000033,betalactone,Others
T1900044579_TS20190045_bin.318.fa.c00120_T190004...region001, T1900044579_TS20190045_bin.318_T1900044579_TS20190045_bin.318_contig_000120,ranthipeptide,RiPPs
T1900044581_TS20190047_bin.313.fa.c00155_T190004...region001, T1900044581_TS20190047_bin.313_T1900044581_TS20190047_bin.313_contig_000155,NRPS,NRPS
T1900044581_TS20190047_bin.408.fa.c00023_T190004...region001, T1900044581_TS20190047_bin.408_T1900044581_TS20190047_bin.408_contig_000023,RRE-containing,RiPPs
T1900044583_TS20190049_bin.214.fa.c00015_T190004...region001, T1900044583_TS20190049_bin.214_T1900044583_TS20190049_bin.214_contig_000015,RRE-containing,RiPPs
T1900044583_TS20190049_bin.275.fa.c00026_T190004...region001, T1900044583_TS20190049_bin.275_T1900044583_TS20190049_bin.275_contig_000026,betalactone,Others
T1900044583_TS20190049_bin.275.fa.c00042_T190004...region001, T1900044583_TS20190049_bin.275_T1900044583_TS20190049_bin.275_contig_000042,RRE-containing,RiPPs
T1900044583_TS20190049_bin.288.fa.c00037_T190004...region001, T1900044583_TS20190049_bin.288_T1900044583_TS20190049_bin.288_contig_000037,NRPS-like,NRPS
T1900044583_TS20190049_bin.288.fa.c00141_T190004...region001, T1900044583_TS20190049_bin.288_T1900044583_TS20190049_bin.288_contig_000141,ranthipeptide,RiPPs
T1900044585_TS20190051_bin.154.fa.c00039_T190004...region001, T1900044585_TS20190051_bin.154_T1900044585_TS20190051_bin.154_contig_000039,RRE-containing,RiPPs
T1900044585_TS20190051_bin.225.fa.c00015_T190004...region001, T1900044585_TS20190051_bin.225_T1900044585_TS20190051_bin.225_contig_000015,ranthipeptide,RiPPs
T1900044585_TS20190051_bin.229.fa.c00046_T190004...region001, T1900044585_TS20190051_bin.229_T1900044585_TS20190051_bin.229_contig_000046,ranthipeptide,RiPPs
T1900044585_TS20190051_bin.229.fa.c00056_T190004...region001, T1900044585_TS20190051_bin.229_T1900044585_TS20190051_bin.229_contig_000056,NRPS-like,NRPS
T1900044585_TS20190051_bin.229.fa.c00068_T190004...region001, T1900044585_TS20190051_bin.229_T1900044585_TS20190051_bin.229_contig_000068,betalactone,Others
T1900044585_TS20190051_bin.229.fa.c00071_T190004...region001, T1900044585_TS20190051_bin.229_T1900044585_TS20190051_bin.229_contig_000071,cyclic-lactone-autoinducer,RiPPs
T1900044586_TS20190052_bin.175.fa.c00003_T190004...region001, T1900044586_TS20190052_bin.175_T1900044586_TS20190052_bin.175_contig_000003,hserlactone,Others
T1900044587_TS20190053_bin.65.fa.c00020_T190004...region001, T1900044587_TS20190053_bin.65_T1900044587_TS20190053_bin.65_contig_000020,hserlactone,Others
T1900044589_TS20190055_bin.243.fa.c00006_T190004...region001, T1900044589_TS20190055_bin.243_T1900044589_TS20190055_bin.243_contig_000006,terpene,Terpene
T1900044589_TS20190055_bin.243.fa.c00086_T190004...region001, T1900044589_TS20190055_bin.243_T1900044589_TS20190055_bin.243_contig_000086,terpene,Terpene
T1900044590_TS20190056_bin.98.fa.c00003_T190004...region001, T1900044590_TS20190056_bin.98_T1900044590_TS20190056_bin.98_contig_000003,betalactone,Others
T1900044590_TS20190056_bin.98.fa.c00049_T190004...region001, T1900044590_TS20190056_bin.98_T1900044590_TS20190056_bin.98_contig_000049,ranthipeptide,RiPPs
T1900044591_TS20190057_bin.177.fa.c00019_T190004...region001, T1900044591_TS20190057_bin.177_T1900044591_TS20190057_bin.177_contig_000019,arylpolyene,Others
T1900044591_TS20190057_bin.177.fa.c00020_T190004...region001, T1900044591_TS20190057_bin.177_T1900044591_TS20190057_bin.177_contig_000020,arylpolyene,Others
T1900044591_TS20190057_bin.186.fa.c00011_T190004...region001, T1900044591_TS20190057_bin.186_T1900044591_TS20190057_bin.186_contig_000011,arylpolyene,Others
T1900044591_TS20190057_bin.186.fa.c00013_T190004...region001, T1900044591_TS20190057_bin.186_T1900044591_TS20190057_bin.186_contig_000013,arylpolyene,Others
T1900044591_TS20190057_bin.186.fa.c00014_T190004...region001, T1900044591_TS20190057_bin.186_T1900044591_TS20190057_bin.186_contig_000014,arylpolyene,Others
T1900044595_TS20190061_bin.231.fa.c00003_T190004...region001, T1900044595_TS20190061_bin.231_T1900044595_TS20190061_bin.231_contig_000003,terpene,Terpene
T1900044595_TS20190061_bin.231.fa.c00018_T190004...region001, T1900044595_TS20190061_bin.231_T1900044595_TS20190061_bin.231_contig_000018,T1PKS,PKSI
T1900044595_TS20190061_bin.231.fa.c00020_T190004...region001, T1900044595_TS20190061_bin.231_T1900044595_TS20190061_bin.231_contig_000020,terpene,Terpene
T1900044597_TS20190063_bin.89.fa.c00064_T190004...region001, T1900044597_TS20190063_bin.89_T1900044597_TS20190063_bin.89_contig_000064,RRE-containing,RiPPs
T1900044600_TS20190066_bin.174.fa.c00053_T190004...region001, T1900044600_TS20190066_bin.174_T1900044600_TS20190066_bin.174_contig_000053,ranthipeptide,RiPPs
T1900044600_TS20190066_bin.174.fa.c00071_T190004...region001, T1900044600_TS20190066_bin.174_T1900044600_TS20190066_bin.174_contig_000071,NRPS,NRPS
T1900044600_TS20190066_bin.174.fa.c00108_T190004...region001, T1900044600_TS20190066_bin.174_T1900044600_TS20190066_bin.174_contig_000108,RRE-containing,RiPPs
T1900044604_TS20190070_bin.224.fa.c00007_T190004...region001, T1900044604_TS20190070_bin.224_T1900044604_TS20190070_bin.224_contig_000007,RRE-containing,RiPPs
T1900044605_TS20190071_bin.100.fa.c00176_T190004...region001, T1900044605_TS20190071_bin.100_T1900044605_TS20190071_bin.100_contig_000176,ranthipeptide,RiPPs
T1900044606_TS20190072_bin.236.fa.c00021_T190004...region001, T1900044606_TS20190072_bin.236_T1900044606_TS20190072_bin.236_contig_000021,terpene,Terpene
T1900044606_TS20190072_bin.268.fa.c00068_T190004...region001, T1900044606_TS20190072_bin.268_T1900044606_TS20190072_bin.268_contig_000068,arylpolyene,Others
T1900044606_TS20190072_bin.337.fa.c00029_T190004...region001, T1900044606_TS20190072_bin.337_T1900044606_TS20190072_bin.337_contig_000029,RRE-containing,RiPPs
T1900044606_TS20190072_bin.371.fa.c00008_T190004...region001, T1900044606_TS20190072_bin.371_T1900044606_TS20190072_bin.371_contig_000008,ranthipeptide,RiPPs
T1900044606_TS20190072_bin.371.fa.c00064_T190004...region001, T1900044606_TS20190072_bin.371_T1900044606_TS20190072_bin.371_contig_000064,NRPS-like,NRPS
T1900044606_TS20190072_bin.371.fa.c00066_T190004...region001, T1900044606_TS20190072_bin.371_T1900044606_TS20190072_bin.371_contig_000066,RRE-containing,RiPPs
T1900044606_TS20190072_bin.371.fa.c00106_T190004...region001, T1900044606_TS20190072_bin.371_T1900044606_TS20190072_bin.371_contig_000106,betalactone,Others
T1900044606_TS20190072_bin.371.fa.c00112_T190004...region001, T1900044606_TS20190072_bin.371_T1900044606_TS20190072_bin.371_contig_000112,NRPS,NRPS
T1900044606_TS20190072_bin.414.fa.c00092_T190004...region001, T1900044606_TS20190072_bin.414_T1900044606_TS20190072_bin.414_contig_000092,ranthipeptide,RiPPs
T1900044606_TS20190072_bin.56.fa.c00010_T190004...region001, T1900044606_TS20190072_bin.56_T1900044606_TS20190072_bin.56_contig_000010,ranthipeptide,RiPPs
T1900044606_TS20190072_bin.57.fa.c00008_T190004...region001, T1900044606_TS20190072_bin.57_T1900044606_TS20190072_bin.57_contig_000008,RRE-containing,RiPPs
T1900044607_TS20190073_bin.117.fa.c00025_T190004...region001, T1900044607_TS20190073_bin.117_T1900044607_TS20190073_bin.117_contig_000025,cyclic-lactone-autoinducer,RiPPs
T1900044607_TS20190073_bin.117.fa.c00029_T190004...region001, T1900044607_TS20190073_bin.117_T1900044607_TS20190073_bin.117_contig_000029,cyclic-lactone-autoinducer,RiPPs
T1900044607_TS20190073_bin.117.fa.c00066_T190004...region001, T1900044607_TS20190073_bin.117_T1900044607_TS20190073_bin.117_contig_000066,ranthipeptide,RiPPs
T1900044607_TS20190073_bin.287.fa.c00043_T190004...region001, T1900044607_TS20190073_bin.287_T1900044607_TS20190073_bin.287_contig_000043,betalactone,Others
T1900044607_TS20190073_bin.287.fa.c00045_T190004...region001, T1900044607_TS20190073_bin.287_T1900044607_TS20190073_bin.287_contig_000045,ranthipeptide,RiPPs
T1900044609_TS20190075_bin.265.fa.c00069_T190004...region001, T1900044609_TS20190075_bin.265_T1900044609_TS20190075_bin.265_contig_000069,betalactone,Others
T1900044609_TS20190075_bin.265.fa.c00148_T190004...region001, T1900044609_TS20190075_bin.265_T1900044609_TS20190075_bin.265_contig_000148,betalactone,Others
T1900044609_TS20190075_bin.93.fa.c00054_T190004...region001, T1900044609_TS20190075_bin.93_T1900044609_TS20190075_bin.93_contig_000054,ranthipeptide,RiPPs
T1900044609_TS20190075_bin.93.fa.c00129_T190004...region001, T1900044609_TS20190075_bin.93_T1900044609_TS20190075_bin.93_contig_000129,RiPP-like,RiPPs
T1900044609_TS20190075_bin.93.fa.c00284_T190004...region001, T1900044609_TS20190075_bin.93_T1900044609_TS20190075_bin.93_contig_000284,cyclic-lactone-autoinducer,RiPPs
T1900044610_TS20190076_bin.163.fa.c00010_T190004...region001, T1900044610_TS20190076_bin.163_T1900044610_TS20190076_bin.163_contig_000010,RRE-containing,RiPPs
T1900044610_TS20190076_bin.163.fa.c00072_T190004...region001, T1900044610_TS20190076_bin.163_T1900044610_TS20190076_bin.163_contig_000072,ranthipeptide,RiPPs
T1900044611_TS20190077_bin.170.fa.c00007_T190004...region001, T1900044611_TS20190077_bin.170_T1900044611_TS20190077_bin.170_contig_000007,RRE-containing,RiPPs
T1900044611_TS20190077_bin.179.fa.c00054_T190004...region001, T1900044611_TS20190077_bin.179_T1900044611_TS20190077_bin.179_contig_000054,betalactone,Others
T1900044614_TS20190080_bin.298.fa.c00017_T190004...region001, T1900044614_TS20190080_bin.298_T1900044614_TS20190080_bin.298_contig_000017,ranthipeptide,RiPPs
T1900044614_TS20190080_bin.298.fa.c00071_T190004...region001, T1900044614_TS20190080_bin.298_T1900044614_TS20190080_bin.298_contig_000071,betalactone,Others
T1900044614_TS20190080_bin.298.fa.c00124_T190004...region001, T1900044614_TS20190080_bin.298_T1900044614_TS20190080_bin.298_contig_000124,RRE-containing,RiPPs
T1900044621_TS20190087_bin.190.fa.c00013_T190004...region001, T1900044621_TS20190087_bin.190_T1900044621_TS20190087_bin.190_contig_000013,RRE-containing,RiPPs
T1900044621_TS20190087_bin.190.fa.c00015_T190004...region001, T1900044621_TS20190087_bin.190_T1900044621_TS20190087_bin.190_contig_000015,RRE-containing,RiPPs
T1900044621_TS20190087_bin.190.fa.c00044_T190004...region001, T1900044621_TS20190087_bin.190_T1900044621_TS20190087_bin.190_contig_000044,ranthipeptide,RiPPs
T1900044621_TS20190087_bin.190.fa.c00062_T190004...region001, T1900044621_TS20190087_bin.190_T1900044621_TS20190087_bin.190_contig_000062,betalactone,Others
T1900044622_TS20190088_bin.125.fa.c00019_T190004...region001, T1900044622_TS20190088_bin.125_T1900044622_TS20190088_bin.125_contig_000019,cyclic-lactone-autoinducer,RiPPs
T1900044622_TS20190088_bin.125.fa.c00037_T190004...region001, T1900044622_TS20190088_bin.125_T1900044622_TS20190088_bin.125_contig_000037,cyclic-lactone-autoinducer,RiPPs
T1900044622_TS20190088_bin.125.fa.c00081_T190004...region001, T1900044622_TS20190088_bin.125_T1900044622_TS20190088_bin.125_contig_000081,RRE-containing,RiPPs
T1900044622_TS20190088_bin.95.fa.c00012_T190004...region001, T1900044622_TS20190088_bin.95_T1900044622_TS20190088_bin.95_contig_000012,RRE-containing,RiPPs
T1900044622_TS20190088_bin.95.fa.c00048_T190004...region001, T1900044622_TS20190088_bin.95_T1900044622_TS20190088_bin.95_contig_000048,RRE-containing,RiPPs
T1900044622_TS20190088_bin.95.fa.c00059_T190004...region001, T1900044622_TS20190088_bin.95_T1900044622_TS20190088_bin.95_contig_000059,ranthipeptide,RiPPs
T1900044623_TS20190089_bin.205.fa.c00003_T190004...region001, T1900044623_TS20190089_bin.205_T1900044623_TS20190089_bin.205_contig_000003,NRPS-like,NRPS
T1900044623_TS20190089_bin.205.fa.c00005_T190004...region001, T1900044623_TS20190089_bin.205_T1900044623_TS20190089_bin.205_contig_000005,betalactone,Others
T1900044623_TS20190089_bin.205.fa.c00033_T190004...region001, T1900044623_TS20190089_bin.205_T1900044623_TS20190089_bin.205_contig_000033,ranthipeptide,RiPPs
T1900044623_TS20190089_bin.205.fa.c00057_T190004...region001, T1900044623_TS20190089_bin.205_T1900044623_TS20190089_bin.205_contig_000057,lassopeptide,RiPPs
T1900044623_TS20190089_bin.278.fa.c00001_T190004...region001, T1900044623_TS20190089_bin.278_T1900044623_TS20190089_bin.278_contig_000001,RRE-containing,RiPPs
T1900044623_TS20190089_bin.278.fa.c00067_T190004...region001, T1900044623_TS20190089_bin.278_T1900044623_TS20190089_bin.278_contig_000067,NRPS-like,NRPS
T1900044623_TS20190089_bin.278.fa.c00127_T190004...region001, T1900044623_TS20190089_bin.278_T1900044623_TS20190089_bin.278_contig_000127,betalactone,Others
T1900044623_TS20190089_bin.278.fa.c00179_T190004...region001, T1900044623_TS20190089_bin.278_T1900044623_TS20190089_bin.278_contig_000179,RRE-containing,RiPPs
T1900044625_TS20190091_bin.297.fa.c00114_T190004...region001, T1900044625_TS20190091_bin.297_T1900044625_TS20190091_bin.297_contig_000114,ranthipeptide,RiPPs
T1900044625_TS20190091_bin.31.fa.c00044_T190004...region001, T1900044625_TS20190091_bin.31_T1900044625_TS20190091_bin.31_contig_000044,ranthipeptide,RiPPs
T1900044625_TS20190091_bin.31.fa.c00058_T190004...region001, T1900044625_TS20190091_bin.31_T1900044625_TS20190091_bin.31_contig_000058,betalactone,Others
T1900044625_TS20190091_bin.49.fa.c00007_T190004...region001, T1900044625_TS20190091_bin.49_T1900044625_TS20190091_bin.49_contig_000007,ranthipeptide,RiPPs
T1900044625_TS20190091_bin.49.fa.c00047_T190004...region001, T1900044625_TS20190091_bin.49_T1900044625_TS20190091_bin.49_contig_000047,RRE-containing,RiPPs
T1900044625_TS20190091_bin.49.fa.c00094_T190004...region001, T1900044625_TS20190091_bin.49_T1900044625_TS20190091_bin.49_contig_000094,betalactone,Others
T1900044627_TS20190093_bin.259.fa.c00148_T190004...region001, T1900044627_TS20190093_bin.259_T1900044627_TS20190093_bin.259_contig_000148,ranthipeptide,RiPPs
T1900044627_TS20190093_bin.259.fa.c00170_T190004...region001, T1900044627_TS20190093_bin.259_T1900044627_TS20190093_bin.259_contig_000170,RRE-containing,RiPPs
T1900044627_TS20190093_bin.259.fa.c00178_T190004...region001, T1900044627_TS20190093_bin.259_T1900044627_TS20190093_bin.259_contig_000178,RRE-containing,RiPPs
T1900044629_TS20190095_bin.121.fa.c00024_T190004...region001, T1900044629_TS20190095_bin.121_T1900044629_TS20190095_bin.121_contig_000024,ranthipeptide,RiPPs
T1900044629_TS20190095_bin.121.fa.c00028_T190004...region001, T1900044629_TS20190095_bin.121_T1900044629_TS20190095_bin.121_contig_000028,RRE-containing,RiPPs
T1900044629_TS20190095_bin.121.fa.c00102_T190004...region001, T1900044629_TS20190095_bin.121_T1900044629_TS20190095_bin.121_contig_000102,NRPS-like,NRPS
